,id,mac_addr,rssi,timestamp,topic
41,-Ly3447p3SgHsHpB57N8,80:E1:26:07:D2:6F,-42,2020-01-08 14:35:22.142051,/tgr2020/jan08/data/30
42,-Ly3449PdmgDd0jqKZYR,80:E1:26:07:D2:6F,-42,2020-01-08 14:35:20.800794,/tgr2020/jan08/data/30
43,-Ly34q2BdJpdyliwMiFQ,80:E1:26:07:D2:6F,-69,2020-01-08 14:38:40.908271,/tgr2020/jan08/data/30
44,-Ly34sSRbDPWc8wb-yS1,80:E1:26:07:E3:79,-80,2020-01-08 14:38:50.899391,/tgr2020/jan08/data/30
45,-Ly34utB_fns-ysyLDYb,80:E1:26:07:D2:6F,-69,2020-01-08 14:39:00.891882,/tgr2020/jan08/data/30
46,-Ly34xLhrY75q0PUAEPj,80:E1:26:07:E3:79,-78,2020-01-08 14:39:10.985994,/tgr2020/jan08/data/30
47,-Ly34y2dfX50N2rv-UQL,80:E1:26:07:D2:6F,-72,2020-01-08 14:39:15.369118,/tgr2020/jan08/data/121
48,-Ly34zlTZi1Es0nJ9V6P,80:E1:26:07:D2:6F,-76,2020-01-08 14:39:20.875869,/tgr2020/jan08/data/30
49,-Ly35-7OAkyqKO0qL3ak,80:E1:26:07:E3:79,-74,2020-01-08 14:39:23.702671,/tgr2020/jan08/data/30
50,-Ly35-DGE7GVtXD9wPGE,80:E1:26:07:D2:6F,-72,2020-01-08 14:39:24.426835,/tgr2020/jan08/data/121
51,-Ly351FSq7pLywzPJXzO,80:E1:26:07:D2:6F,-59,2020-01-08 14:39:31.022889,/tgr2020/jan08/data/30
52,-Ly351gA6aUhQ-t3Vuuz,80:E1:26:07:D2:6F,-77,2020-01-08 14:39:34.498657,/tgr2020/jan08/data/121
53,-Ly35BYPitVhoYYSO1fe,80:E1:26:07:C4:0A,-86,2020-01-08 14:40:14.437398,/tgr2020/jan08/data/121
54,-Ly35DQapIBPVdf7i_OT,80:E1:26:07:E3:79,-76,2020-01-08 14:40:20.948979,/tgr2020/jan08/data/30
55,-Ly35Dv9By9Bnx56kRNi,80:E1:26:07:C4:0A,-81,2020-01-08 14:40:24.489113,/tgr2020/jan08/data/121
56,-Ly35Ft6Rp6jyy5eBgMq,80:E1:26:07:D2:6F,-63,2020-01-08 14:40:30.966976,/tgr2020/jan08/data/30
57,-Ly35GJzVBaAulx-1TzU,80:E1:26:07:D2:6F,-73,2020-01-08 14:40:34.497628,/tgr2020/jan08/data/121
58,-Ly35IJqn5n30hUOgOTN,80:E1:26:07:D2:6F,-69,2020-01-08 14:40:40.937834,/tgr2020/jan08/data/30
59,-Ly35IpF9rsa3ysLyS7j,80:E1:26:07:D2:6F,-70,2020-01-08 14:40:44.662338,/tgr2020/jan08/data/121
60,-Ly35KkdUbSDkYqdH_qg,80:E1:26:07:C4:0A,-76,2020-01-08 14:40:50.952024,/tgr2020/jan08/data/30
61,-Ly35LFzCp9d7bzmglUN,80:E1:26:07:C4:0A,-81,2020-01-08 14:40:54.586548,/tgr2020/jan08/data/121
62,-Ly35NCZuATGnLPsaHDT,80:E1:26:07:C4:0A,-85,2020-01-08 14:41:00.990610,/tgr2020/jan08/data/30
63,-Ly35NihFjjxWss95hvZ,80:E1:26:07:D2:6F,-70,2020-01-08 14:41:04.498600,/tgr2020/jan08/data/121
64,-Ly35PdwHS4yNjx-ptn4,80:E1:26:07:C4:0A,-72,2020-01-08 14:41:10.952894,/tgr2020/jan08/data/30
65,-Ly35Q7Z1TlJMEPho2AV,80:E1:26:07:D2:6F,-76,2020-01-08 14:41:14.648741,/tgr2020/jan08/data/121
66,-Ly35S4Ft5wVP4W5O2u8,80:E1:26:07:C4:0A,-78,2020-01-08 14:41:20.938574,/tgr2020/jan08/data/30
67,-Ly35Se2G7CLvO5uUJw_,80:E1:26:07:C4:0A,-79,2020-01-08 14:41:24.730889,/tgr2020/jan08/data/121
68,-Ly35V6qCh0dWkq1k5-O,80:E1:26:07:E3:79,-86,2020-01-08 14:41:34.498869,/tgr2020/jan08/data/121
69,-Ly35WyhMMdO4BcUyILp,80:E1:26:07:E3:79,-72,2020-01-08 14:41:41.007673,/tgr2020/jan08/data/30
70,-Ly35XPkgtNikO6XTEGN,80:E1:26:07:E3:79,-80,2020-01-08 14:41:44.505581,/tgr2020/jan08/data/121
71,-Ly35Zp7EuZCDcW5wzu6,80:E1:26:07:E3:79,-82,2020-01-08 14:41:54.502040,/tgr2020/jan08/data/121
72,-Ly35bJqUcXEdmNESoHr,80:E1:26:07:E3:79,-86,2020-01-08 14:42:04.622354,/tgr2020/jan08/data/121
73,-Ly35dIoNAqTkAkCX1Vq,80:E1:26:07:D2:6F,-65,2020-01-08 14:42:11.015864,/tgr2020/jan08/data/30
74,-Ly35dmPgdpEQUPPD_DM,80:E1:26:07:D2:6F,-68,2020-01-08 14:42:14.529999,/tgr2020/jan08/data/121
75,-Ly35fkJO7guUkvMg_hU,80:E1:26:07:D2:6F,-57,2020-01-08 14:42:21.033105,/tgr2020/jan08/data/30
76,-Ly35gDeRYKtlya6rMNb,80:E1:26:07:D2:6F,-73,2020-01-08 14:42:24.534075,/tgr2020/jan08/data/121
77,-Ly35kc2WJ48We7nPsaq,80:E1:26:07:D2:6F,-52,2020-01-08 14:42:40.988377,/tgr2020/jan08/data/30
78,-Ly35l3jiRaxheJginXU,80:E1:26:07:D2:6F,-66,2020-01-08 14:42:44.566616,/tgr2020/jan08/data/121
79,-Ly35n5fss9c9uehAUQn,80:E1:26:07:D2:6F,-57,2020-01-08 14:42:51.046773,/tgr2020/jan08/data/30
80,-Ly35nWkmHL33LeoXr0C,80:E1:26:07:D2:6F,-67,2020-01-08 14:42:54.568665,/tgr2020/jan08/data/121
81,-Ly35pXxTL1cLquPssen,80:E1:26:07:D2:6F,-73,2020-01-08 14:43:01.124083,/tgr2020/jan08/data/30
82,-Ly35q5QN5qapID9MhME,80:E1:26:07:D2:6F,-68,2020-01-08 14:43:04.957819,/tgr2020/jan08/data/121
83,-Ly35rxbXpOu505uW8xI,80:E1:26:07:D2:6F,-62,2020-01-08 14:43:11.025673,/tgr2020/jan08/data/30
84,-Ly35sQSdO1WqLJ_Vun8,80:E1:26:07:D2:6F,-74,2020-01-08 14:43:14.668197,/tgr2020/jan08/data/121
85,-Ly35upWAzhqzHiyE_VU,80:E1:26:07:D2:6F,-69,2020-01-08 14:43:24.610026,/tgr2020/jan08/data/121
86,-Ly35wq5CNFr0_PmZieu,80:E1:26:07:D2:6F,-64,2020-01-08 14:43:31.028184,/tgr2020/jan08/data/30
87,-Ly35xJEKXqiLhIw9CRK,80:E1:26:07:E3:79,-59,2020-01-08 14:43:34.762017,/tgr2020/jan08/data/121
88,-Ly35zH-uOQroPpU8drC,80:E1:26:07:D2:6F,-70,2020-01-08 14:43:41.028941,/tgr2020/jan08/data/30
89,-Ly35zlXslxMBGtQmn6v,80:E1:26:07:D2:6F,-86,2020-01-08 14:43:44.628814,/tgr2020/jan08/data/121
90,-Ly360jIIfQ-b75yANBS,80:E1:26:07:D2:6F,-68,2020-01-08 14:43:51.069419,/tgr2020/jan08/data/30
91,-Ly361D-KXyG-8oISX0N,80:E1:26:07:D2:6F,-77,2020-01-08 14:43:54.741786,/tgr2020/jan08/data/121
92,-Ly363BF7UQJOGb7TMOc,80:E1:26:07:E3:79,-68,2020-01-08 14:44:01.110523,/tgr2020/jan08/data/30
93,-Ly363kFH7sIoao264ql,80:E1:26:07:E3:79,-56,2020-01-08 14:44:04.735133,/tgr2020/jan08/data/121
94,-Ly365b6_v9I6N7Z_xCa,80:E1:26:07:E3:79,-68,2020-01-08 14:44:11.021280,/tgr2020/jan08/data/30
95,-Ly3664dtdX1HmETPllL,80:E1:26:07:E3:79,-53,2020-01-08 14:44:14.651766,/tgr2020/jan08/data/121
96,-Ly36833bJL2zQewPY1q,80:E1:26:07:E3:79,-70,2020-01-08 14:44:21.081643,/tgr2020/jan08/data/30
97,-Ly368_V1AiaNs0jmhrt,80:E1:26:07:E3:79,-56,2020-01-08 14:44:24.726527,/tgr2020/jan08/data/121
98,-Ly36B-03HA6Kgtd9tgK,80:E1:26:07:E3:79,-55,2020-01-08 14:44:34.699289,/tgr2020/jan08/data/121
99,-Ly36PfJ89pRQzt0WHvn,80:E1:26:07:E0:F2,-82,2020-01-08 14:45:34.733608,/tgr2020/jan08/data/121
100,-Ly36RaWZczqQb7OnhPf,80:E1:26:07:E0:F2,-68,2020-01-08 14:45:41.090697,/tgr2020/jan08/data/30
101,-Ly36SCahz66C_cZw6Cr,80:E1:26:07:E0:F2,-81,2020-01-08 14:45:44.759149,/tgr2020/jan08/data/121
102,-Ly36UYGtaNPsphKqp-1,80:E1:26:07:E0:F2,-84,2020-01-08 14:45:54.747840,/tgr2020/jan08/data/121
103,-Ly36ZOo0mK4O2XuaXkT,80:E1:26:07:E0:F2,-81,2020-01-08 14:46:14.736189,/tgr2020/jan08/data/121
104,-Ly36axCOd0mNRaZbrkH,80:E1:26:07:E0:F2,-81,2020-01-08 14:46:25.136999,/tgr2020/jan08/data/121
105,-Ly36dI-z_c2DgBJmoEI,80:E1:26:07:E0:F2,-82,2020-01-08 14:46:34.778633,/tgr2020/jan08/data/121
106,-Ly36fJLALwV76zRfp_P,80:E1:26:07:E0:F2,-85,2020-01-08 14:46:41.311104,/tgr2020/jan08/data/30
107,-Ly36fh15Wuc_iHMQXPL,80:E1:26:07:E0:F2,-84,2020-01-08 14:46:44.797611,/tgr2020/jan08/data/121
108,-Ly36iJto1LjkK2MjmFZ,80:E1:26:07:E0:F2,-82,2020-01-08 14:46:55.240645,/tgr2020/jan08/data/121
109,-Ly36k8y76WPHx--toZL,80:E1:26:07:E0:F2,-74,2020-01-08 14:47:01.124715,/tgr2020/jan08/data/30
110,-Ly36kaW1iD2LLmWSEor,80:E1:26:07:E0:F2,-81,2020-01-08 14:47:04.796652,/tgr2020/jan08/data/121
111,-Ly36m_xMOqHCo818-c5,80:E1:26:07:E0:F2,-78,2020-01-08 14:47:11.153091,/tgr2020/jan08/data/30
112,-Ly36p3EN--XjX9HCxAr,80:E1:26:07:D2:6F,-72,2020-01-08 14:47:21.164481,/tgr2020/jan08/data/30
113,-Ly36pWn9R9MBFVaK9KZ,80:E1:26:07:D2:6F,-79,2020-01-08 14:47:24.817381,/tgr2020/jan08/data/121
114,-Ly36qBwNfZRhVgcuJBt,80:E1:26:07:D2:6F,-72,2020-01-08 14:47:22.433650,/tgr2020/jan08/data/30
115,-Ly36rzse3itoppCPTHP,80:E1:26:07:D2:6F,-73,2020-01-08 14:47:34.801563,/tgr2020/jan08/data/121
116,-Ly36sT4rq7rn3Byp-i1,80:E1:26:07:D2:6F,-67,2020-01-08 14:47:35.580159,/tgr2020/jan08/data/15
117,-Ly36ts3SupLjrKujZUK,80:E1:26:07:D2:6F,-72,2020-01-08 14:47:42.418695,/tgr2020/jan08/data/30
118,-Ly36turleGOWFLU4coW,80:E1:26:07:D2:6F,-72,2020-01-08 14:47:41.146340,/tgr2020/jan08/data/30
119,-Ly36uOi3tB5Zx9Eo4vx,80:E1:26:07:D2:6F,-76,2020-01-08 14:47:44.785358,/tgr2020/jan08/data/121
120,-Ly36ujGcOzqF6TAXMJa,80:E1:26:07:D2:6F,-74,2020-01-08 14:47:45.618443,/tgr2020/jan08/data/15
121,-Ly36wpcvMmnKvAl6DL_,80:E1:26:07:D2:6F,-83,2020-01-08 14:47:54.822170,/tgr2020/jan08/data/121
122,-Ly36x53qY2P7t_tNmSh,80:E1:26:07:D2:6F,-68,2020-01-08 14:47:55.618800,/tgr2020/jan08/data/15
123,-Ly36xKVlyADjrn0cYGI,80:E1:26:07:C4:0A,-52,2020-01-08 14:47:56.606908,/tgr2020/jan08/data/15
124,-Ly36yoROf3INuZ_yb0e,80:E1:26:07:D2:6F,-55,2020-01-08 14:48:01.165284,/tgr2020/jan08/data/30
125,-Ly36zD4up3vY4Q887p-,80:E1:26:07:D2:6F,-55,2020-01-08 14:48:02.479289,/tgr2020/jan08/data/30
126,-Ly36zLGzGYRB1u3KTVC,80:E1:26:07:C4:0A,-83,2020-01-08 14:48:04.829249,/tgr2020/jan08/data/121
127,-Ly36zXsntDwNH1LtCjP,80:E1:26:07:C4:0A,-56,2020-01-08 14:48:05.651987,/tgr2020/jan08/data/15
128,-Ly370iNl7eUoPgOCFlw,80:E1:26:07:C4:0A,-87,2020-01-08 14:48:14.822246,/tgr2020/jan08/data/121
129,-Ly3714o_geyFb1Uqqnz,80:E1:26:07:C4:0A,-56,2020-01-08 14:48:15.636718,/tgr2020/jan08/data/15
130,-Ly3737kz5AdAZv9iURM,80:E1:26:07:C4:0A,-84,2020-01-08 14:48:24.812855,/tgr2020/jan08/data/121
131,-Ly373QucHEzO23onreA,80:E1:26:07:C4:0A,-60,2020-01-08 14:48:25.666646,/tgr2020/jan08/data/15
132,-Ly37578fGp5jcuFumQ3,80:E1:26:07:C4:0A,-72,2020-01-08 14:48:31.167168,/tgr2020/jan08/data/30
133,-Ly375MRD2vPRh4Ftl8L,80:E1:26:07:C4:0A,-72,2020-01-08 14:48:32.478471,/tgr2020/jan08/data/30
134,-Ly375Z_oetZgPhSf1yK,80:E1:26:07:C4:0A,-80,2020-01-08 14:48:34.813890,/tgr2020/jan08/data/121
135,-Ly3760abGeCTbVZw_r9,80:E1:26:07:E0:F2,-84,2020-01-08 14:48:35.680633,/tgr2020/jan08/data/15
136,-Ly377Z4p7zevcHTm0JH,80:E1:26:07:C4:0A,-75,2020-01-08 14:48:41.164401,/tgr2020/jan08/data/30
137,-Ly377aqts0wvVlFSHws,80:E1:26:07:C4:0A,-75,2020-01-08 14:48:42.459277,/tgr2020/jan08/data/30
138,-Ly378-hRgaRXXVCQQqv,80:E1:26:07:C4:0A,-75,2020-01-08 14:48:44.812242,/tgr2020/jan08/data/121
139,-Ly378JnYZo20hUnbq8G,80:E1:26:07:C4:0A,-53,2020-01-08 14:48:45.713524,/tgr2020/jan08/data/15
140,-Ly37AYTrMaX9TdgyWH6,80:E1:26:07:C4:0A,-82,2020-01-08 14:48:54.821588,/tgr2020/jan08/data/121
141,-Ly37B-_x8_3NE958_zD,80:E1:26:07:C4:0A,-57,2020-01-08 14:48:55.728807,/tgr2020/jan08/data/15
142,-Ly37Cv6HK1z3lCbL4NM,80:E1:26:07:C4:0A,-78,2020-01-08 14:49:04.865748,/tgr2020/jan08/data/121
143,-Ly37DCXosWDZ68eXSJy,80:E1:26:07:C4:0A,-58,2020-01-08 14:49:05.744151,/tgr2020/jan08/data/15
144,-Ly37DSGQlTCx85WRpjc,80:E1:26:07:E0:F2,-82,2020-01-08 14:49:06.749198,/tgr2020/jan08/data/15
145,-Ly37FbaVUOERMjO458R,80:E1:26:07:C4:0A,-80,2020-01-08 14:49:14.839183,/tgr2020/jan08/data/121
146,-Ly37FviAf6iFnvUKH7t,80:E1:26:07:E0:F2,-78,2020-01-08 14:49:16.791267,/tgr2020/jan08/data/15
147,-Ly37HmMFvd4eDtfBSUi,80:E1:26:07:E0:F2,-87,2020-01-08 14:49:24.894142,/tgr2020/jan08/data/121
148,-Ly37I66slGTuoRQjVRK,80:E1:26:07:C4:0A,-52,2020-01-08 14:49:25.770625,/tgr2020/jan08/data/15
149,-Ly37ILXm5F6wWght4mU,80:E1:26:07:E0:F2,-81,2020-01-08 14:49:26.782114,/tgr2020/jan08/data/15
150,-Ly37Jk0SImzD5b3gY4c,80:E1:26:07:C4:0A,-68,2020-01-08 14:49:32.495617,/tgr2020/jan08/data/30
151,-Ly37JmhOvpAX5KAG12K,80:E1:26:07:C4:0A,-68,2020-01-08 14:49:31.282591,/tgr2020/jan08/data/30
152,-Ly37KGfs_9AW6Sp8Ms8,80:E1:26:07:C4:0A,-56,2020-01-08 14:49:34.870189,/tgr2020/jan08/data/121
153,-Ly37KYA8FBxg_Qxk8dc,80:E1:26:07:C4:0A,-73,2020-01-08 14:49:35.788625,/tgr2020/jan08/data/15
154,-Ly37Kr__TG-clxxx9GN,80:E1:26:07:E0:F2,-81,2020-01-08 14:49:36.786832,/tgr2020/jan08/data/15
155,-Ly37MgOST-8K1at7PPB,80:E1:26:07:C4:0A,-76,2020-01-08 14:49:44.941524,/tgr2020/jan08/data/121
156,-Ly37Mzk7OKwD-IYlVXs,80:E1:26:07:E0:F2,-81,2020-01-08 14:49:45.808039,/tgr2020/jan08/data/15
157,-Ly37NFSsGiGkaJGls8f,80:E1:26:07:C4:0A,-54,2020-01-08 14:49:46.811022,/tgr2020/jan08/data/15
158,-Ly37Oe9G9DE9dCr2Tkv,80:E1:26:07:C4:0A,-66,2020-01-08 14:49:51.197472,/tgr2020/jan08/data/30
159,-Ly37PGf0YywNxXeS_z6,80:E1:26:07:C4:0A,-81,2020-01-08 14:49:54.909506,/tgr2020/jan08/data/121
160,-Ly37QVHjEH-Iu4RS8Dv,80:E1:26:07:C4:0A,-66,2020-01-08 14:49:58.514346,/tgr2020/jan08/data/30
161,-Ly37R3vnm1Sg89i6aMx,80:E1:26:07:E0:F2,-73,2020-01-08 14:50:02.510484,/tgr2020/jan08/data/30
162,-Ly37R6SkdvH71Xw_m9F,80:E1:26:07:E0:F2,-73,2020-01-08 14:50:01.263080,/tgr2020/jan08/data/30
163,-Ly37RZsj8FT2MjUvkw_,80:E1:26:07:E0:F2,-86,2020-01-08 14:50:04.911895,/tgr2020/jan08/data/121
164,-Ly37RvyLyEIQyo097Eb,80:E1:26:07:C4:0A,-59,2020-01-08 14:50:05.837383,/tgr2020/jan08/data/15
165,-Ly37U-YEalP0ZKYYBVJ,80:E1:26:07:C4:0A,-88,2020-01-08 14:50:14.901015,/tgr2020/jan08/data/121
166,-Ly37Ue0RgL91srDMVhS,80:E1:26:07:C4:0A,-55,2020-01-08 14:50:16.948802,/tgr2020/jan08/data/15
167,-Ly37VxHZB-GG7iQIszz,80:E1:26:07:E0:F2,-69,2020-01-08 14:50:22.506823,/tgr2020/jan08/data/30
168,-Ly37Vz0-guAcINfRqLm,80:E1:26:07:E0:F2,-69,2020-01-08 14:50:21.202732,/tgr2020/jan08/data/30
169,-Ly37WQdfyowKHJgiu2V,80:E1:26:07:C4:0A,-76,2020-01-08 14:50:24.895358,/tgr2020/jan08/data/121
170,-Ly37WmNWNJ9snlf_5xM,80:E1:26:07:E0:F2,-78,2020-01-08 14:50:25.885479,/tgr2020/jan08/data/15
171,-Ly37XAWk_aTK7VkmqQv,80:E1:26:07:C4:0A,-55,2020-01-08 14:50:26.901057,/tgr2020/jan08/data/15
172,-Ly37YPSy0ed7JYnLJIW,80:E1:26:07:C4:0A,-72,2020-01-08 14:50:32.537205,/tgr2020/jan08/data/30
173,-Ly37YQ6O7smEzxqweaL,80:E1:26:07:C4:0A,-72,2020-01-08 14:50:31.209286,/tgr2020/jan08/data/30
174,-Ly37YugKysPc3pJCLqL,80:E1:26:07:C4:0A,-80,2020-01-08 14:50:34.908179,/tgr2020/jan08/data/121
175,-Ly37ZDJqxJw_PVh7G_S,80:E1:26:07:C4:0A,-56,2020-01-08 14:50:35.910999,/tgr2020/jan08/data/15
176,-Ly37aM6AUWBnXMF_2Un,80:E1:26:07:C4:0A,-78,2020-01-08 14:50:44.943255,/tgr2020/jan08/data/121
177,-Ly37afBVuc1tfhWJ4on,80:E1:26:07:C4:0A,-55,2020-01-08 14:50:45.914029,/tgr2020/jan08/data/15
178,-Ly37cmMn10fbZ_8gHb9,80:E1:26:07:E0:F2,-90,2020-01-08 14:50:54.982689,/tgr2020/jan08/data/121
179,-Ly37dB4YKIr3UimLhpL,80:E1:26:07:C4:0A,-53,2020-01-08 14:50:55.928387,/tgr2020/jan08/data/15
180,-Ly37eiIVBjsbqTDNaux,80:E1:26:07:E0:F2,-88,2020-01-08 14:51:02.515888,/tgr2020/jan08/data/30
181,-Ly37emEVeP2zPKoMCLH,80:E1:26:07:E0:F2,-88,2020-01-08 14:51:01.189090,/tgr2020/jan08/data/30
182,-Ly37fYlzvMxooycHGwD,80:E1:26:07:C4:0A,-61,2020-01-08 14:51:05.941553,/tgr2020/jan08/data/15
183,-Ly37fnn3DVs_u3L5Dhr,80:E1:26:07:E0:F2,-75,2020-01-08 14:51:06.946392,/tgr2020/jan08/data/15
184,-Ly37hetpk62aKuUQ_M4,80:E1:26:07:C4:0A,-76,2020-01-08 14:51:14.935739,/tgr2020/jan08/data/121
185,-Ly37i-aCynjbsa7SCep,80:E1:26:07:C4:0A,-53,2020-01-08 14:51:15.971292,/tgr2020/jan08/data/15
186,-Ly37iFFhwEY6InmDNC5,80:E1:26:07:E0:F2,-73,2020-01-08 14:51:16.974260,/tgr2020/jan08/data/15
187,-Ly37k5MM1S9J74dAivF,80:E1:26:07:C4:0A,-80,2020-01-08 14:51:24.927945,/tgr2020/jan08/data/121
188,-Ly37kSWmXZuvGT26_Di,80:E1:26:07:C4:0A,-56,2020-01-08 14:51:25.989903,/tgr2020/jan08/data/15
189,-Ly37kpV6Ch2UxOBZr42,80:E1:26:07:E0:F2,-74,2020-01-08 14:51:27.265121,/tgr2020/jan08/data/15
190,-Ly37mp0aqNc_85dVSU4,80:E1:26:07:C4:0A,-89,2020-01-08 14:51:34.987056,/tgr2020/jan08/data/121
191,-Ly37mtUtxh-36AxFz5f,80:E1:26:07:C4:0A,-59,2020-01-08 14:51:35.989024,/tgr2020/jan08/data/15
192,-Ly37n7yHrXCQBbX03Cg,80:E1:26:07:E0:F2,-81,2020-01-08 14:51:36.989551,/tgr2020/jan08/data/15
193,-Ly37oX8Z66uv9kFpX3a,80:E1:26:07:E0:F2,-76,2020-01-08 14:51:41.248174,/tgr2020/jan08/data/30
194,-Ly37oo1HzaLxpvwhGwJ,80:E1:26:07:E0:F2,-76,2020-01-08 14:51:42.533487,/tgr2020/jan08/data/30
195,-Ly37p-6Yo8s-aHXEGfw,80:E1:26:07:C4:0A,-84,2020-01-08 14:51:44.990495,/tgr2020/jan08/data/121
